Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,OrgIncomeBucket,DeptAvgIncome,RelIncomeRatio,DeptIncomeBucket,Gender_Marital,RoleTenureBand,RecentPromotion,Promo_AgeBand,EducationLevel,EnvSatLevel,CommuteBand,JobHopperBand,MgrTenureBand,Attrition
54,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,2,No,3,4,1,16,4,3,6,2,0,5,49-54,6k-10k,6959.17264573991,0.8535497396570839,Below Avg,Female_Married,0-2 yrs,Yes,Yes_49-54,Bachelors,Very High,0-5 km,2-3,3–5 yrs,No
36,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,No,3,4,0,16,3,4,13,11,3,7,34-38,6k-10k,6281.252861602497,0.9415319093667561,Around Avg,Male_Single,9-11 yrs,No,No_34-38,College,Very High,0-5 km,6+,6–10 yrs,No
33,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,6,No,4,4,0,7,3,3,3,2,1,1,29-33,1k-5k,6281.252861602497,0.417432645647554,Below Avg,Female_Married,0-2 yrs,Yes,Yes_29-33,Masters,High,0-5 km,6+,0–2 yrs,No
37,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,1,Yes,3,3,3,10,1,3,10,8,0,7,34-38,11k-15k,6281.252861602497,1.939899613735868,Above Avg,Male_Divorced,6-8 yrs,Yes,Yes_34-38,Bachelors,Medium,6-11 km,0-1,6–10 yrs,No
38,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,0,No,3,3,2,17,6,2,16,10,5,13,34-38,11k-15k,6959.17264573991,1.5244628262663305,Above Avg,Male_Divorced,9-11 yrs,No,No_34-38,Bachelors,Low,0-5 km,,10+ yrs,No
31,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,0,No,3,4,1,6,2,3,5,4,1,4,29-33,1k-5k,6281.252861602497,0.6917409783900161,Below Avg,Male_Married,3-5 yrs,Yes,Yes_29-33,Masters,High,0-5 km,,3–5 yrs,No
37,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,4,No,3,3,1,13,2,3,9,8,5,8,34-38,1k-5k,6959.17264573991,0.40134081192966925,Below Avg,Male_Divorced,6-8 yrs,No,No_34-38,Masters,Low,0-5 km,4-5,6–10 yrs,No
29,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,1,No,3,4,1,11,5,3,11,10,4,1,29-33,6k-10k,6959.17264573991,1.1377789290580456,Above Avg,Female_Married,9-11 yrs,No,No_29-33,Below College,Medium,0-5 km,0-1,0–2 yrs,No
35,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,1,No,3,1,0,10,3,4,10,7,0,8,34-38,6k-10k,6959.17264573991,1.2629374851592778,Above Avg,Female_Single,6-8 yrs,Yes,Yes_34-38,Bachelors,High,0-5 km,0-1,6–10 yrs,No
29,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,1,Yes,3,3,0,4,3,2,4,3,0,1,29-33,1k-5k,6281.252861602497,0.38033813518383164,Below Avg,Male_Single,3-5 yrs,Yes,Yes_29-33,Below College,High,18+ km,0-1,0–2 yrs,Yes
52,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,7,No,3,2,0,6,3,2,2,2,2,2,49-54,1k-5k,6281.252861602497,0.5113629511136322,Below Avg,Female_Single,0-2 yrs,Yes,Yes_49-54,Bachelors,High,0-5 km,6+,0–2 yrs,No
42,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,1,No,3,4,0,22,3,3,22,17,11,15,39-43,16k-20k,6281.252861602497,3.061809550379008,Above Avg,Male_Married,12+ yrs,No,No_39-43,College,High,0-5 km,0-1,10+ yrs,No
50,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,3,No,3,3,1,32,3,2,7,0,0,6,49-54,16k-20k,6959.17264573991,2.8045000452672233,Above Avg,Female_Divorced,,Yes,Yes_49-54,Masters,Very High,0-5 km,2-3,6–10 yrs,No
33,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,5,Yes,3,3,1,8,2,1,5,4,0,4,29-33,1k-5k,6281.252861602497,0.38782071883960395,Below Avg,Male_Married,3-5 yrs,Yes,Yes_29-33,Bachelors,High,12-17 km,4-5,3–5 yrs,Yes
43,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,5,Yes,4,3,1,22,3,3,17,13,1,9,39-43,16k-20k,6959.17264573991,2.308320373375656,Above Avg,Female_Married,12+ yrs,Yes,Yes_39-43,Bachelors,Very High,12-17 km,4-5,6–10 yrs,No
33,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,No,4,1,0,13,3,4,9,7,1,7,29-33,1k-5k,6281.252861602497,0.43096497779097204,Below Avg,Female_Married,6-8 yrs,Yes,Yes_29-33,College,Low,0-5 km,6+,6–10 yrs,Yes
52,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,1,Yes,3,4,0,33,2,4,33,7,15,12,49-54,16k-20k,6959.17264573991,2.739980881444659,Above Avg,Male_Single,6-8 yrs,No,No_49-54,Masters,Low,0-5 km,0-1,10+ yrs,No
32,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,No,3,1,1,6,5,3,4,3,1,2,29-33,1k-5k,6959.17264573991,0.5648659977427604,Below Avg,Female_Married,3-5 yrs,Yes,Yes_29-33,College,High,0-5 km,2-3,0–2 yrs,No
32,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,3,4,0,4,2,1,3,2,1,2,29-33,1k-5k,6281.252861602497,0.5938305752346974,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,Bachelors,Very High,0-5 km,,0–2 yrs,Yes
39,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,3,3,3,7,1,3,3,2,1,2,39-43,1k-5k,6281.252861602497,0.35534312169540067,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_39-43,Masters,High,0-5 km,6+,0–2 yrs,No
32,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,0,No,3,1,0,4,2,3,3,2,2,2,29-33,1k-5k,6959.17264573991,0.641599257166478,Below Avg,Male_Married,0-2 yrs,Yes,Yes_29-33,Masters,High,18+ km,,0–2 yrs,No
41,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,2,No,3,1,2,17,2,2,1,0,0,0,39-43,1k-5k,6281.252861602497,0.4890744040538848,Below Avg,Male_Divorced,,Yes,Yes_39-43,College,High,18+ km,2-3,0–2 yrs,No
40,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,1,No,3,1,2,9,3,3,9,8,4,7,39-43,1k-5k,6281.252861602497,0.528397769223582,Below Avg,Male_Divorced,6-8 yrs,No,No_39-43,College,Low,18+ km,0-1,6–10 yrs,No
45,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,0,No,3,3,1,25,2,3,24,0,1,7,44-48,16k-20k,6281.252861602497,3.0570334331519193,Above Avg,Male_Married,,Yes,Yes_44-48,Bachelors,High,0-5 km,,6–10 yrs,No
31,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,9,No,3,1,1,9,3,3,2,2,2,2,29-33,11k-15k,6281.252861602497,2.177113436014608,Above Avg,Male_Divorced,0-2 yrs,Yes,Yes_29-33,Masters,Medium,0-5 km,6+,0–2 yrs,No
33,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,1,No,3,3,1,2,2,2,2,2,0,2,29-33,1k-5k,6281.252861602497,0.4634425749351753,Below Avg,Female_Married,0-2 yrs,Yes,Yes_29-33,Masters,High,0-5 km,0-1,0–2 yrs,No
34,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,6,No,3,2,1,13,3,3,11,9,5,9,34-38,6k-10k,6281.252861602497,0.9483776773922499,Around Avg,Male_Married,9-11 yrs,No,No_34-38,Masters,Very High,0-5 km,6+,6–10 yrs,No
37,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,2,No,3,1,1,17,2,2,3,1,0,2,34-38,1k-5k,6281.252861602497,0.6240793176729259,Below Avg,Female_Married,0-2 yrs,Yes,Yes_34-38,College,High,0-5 km,2-3,0–2 yrs,No
45,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,4,No,3,4,1,9,1,3,3,2,0,2,44-48,6k-10k,6281.252861602497,1.0243179413029606,Around Avg,Male_Married,0-2 yrs,Yes,Yes_44-48,Masters,Low,6-11 km,4-5,0–2 yrs,No
37,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,6,No,3,2,2,17,5,3,1,0,0,0,34-38,11k-15k,6281.252861602497,1.5996808632595816,Above Avg,Male_Divorced,,Yes,Yes_34-38,Bachelors,Low,6-11 km,6+,0–2 yrs,Yes
39,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,0,No,4,4,0,20,1,3,19,6,11,8,39-43,11k-15k,6281.252861602497,1.741372340996547,Above Avg,Female_Single,6-8 yrs,No,No_39-43,Masters,High,0-5 km,,6–10 yrs,No
29,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,1,No,3,1,0,6,1,3,6,5,1,5,29-33,1k-5k,6281.252861602497,0.37253714371292007,Below Avg,Male_Single,3-5 yrs,Yes,Yes_29-33,Bachelors,High,12-17 km,0-1,3–5 yrs,No
42,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,3,Yes,3,3,0,10,1,3,3,2,0,2,39-43,6k-10k,6281.252861602497,1.041989575043189,Around Avg,Female_Single,0-2 yrs,Yes,Yes_39-43,College,Very High,12-17 km,2-3,0–2 yrs,No
29,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,2,No,3,4,1,10,2,3,3,2,0,2,29-33,6k-10k,6959.17264573991,0.9959517248422978,Around Avg,Male_Divorced,0-2 yrs,Yes,Yes_29-33,College,Very High,18+ km,2-3,0–2 yrs,No
25,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,0,No,3,4,2,5,3,3,4,2,1,2,24-28,1k-5k,6281.252861602497,0.7797807392760182,Below Avg,Female_Married,0-2 yrs,Yes,Yes_24-28,Bachelors,Low,0-5 km,,0–2 yrs,No
42,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,3,3,1,10,4,3,9,6,7,8,39-43,1k-5k,6281.252861602497,0.4128157323280349,Below Avg,Female_Divorced,6-8 yrs,No,No_39-43,Bachelors,Very High,0-5 km,,6–10 yrs,No
40,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,0,No,3,4,1,22,5,3,21,7,3,9,39-43,16k-20k,6281.252861602497,3.0942871475232114,Above Avg,Male_Divorced,6-8 yrs,No,No_39-43,College,Low,0-5 km,,6–10 yrs,No
51,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,1,No,3,2,0,1,0,2,1,0,0,0,49-54,1k-5k,6281.252861602497,0.433512240312086,Below Avg,Male_Married,,Yes,Yes_49-54,Bachelors,High,0-5 km,0-1,0–2 yrs,No
31,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,0,No,3,2,0,6,2,4,5,4,1,4,29-33,1k-5k,6281.252861602497,0.5538703944347217,Below Avg,Male_Single,3-5 yrs,Yes,Yes_29-33,College,High,18+ km,,3–5 yrs,Yes
32,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,1,No,4,3,0,5,3,1,5,1,0,3,29-33,1k-5k,6281.252861602497,0.4448157177495293,Below Avg,Male_Married,0-2 yrs,Yes,Yes_29-33,Bachelors,Medium,6-11 km,0-1,3–5 yrs,No
38,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,3,No,3,4,1,13,0,3,8,7,7,5,34-38,6k-10k,6959.17264573991,0.7542563271818238,Below Avg,Male_Married,6-8 yrs,No,No_34-38,College,Very High,0-5 km,2-3,3–5 yrs,No
32,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,4,No,3,4,0,9,5,3,6,2,0,4,29-33,1k-5k,6281.252861602497,0.34642770287150176,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,Below College,Very High,0-5 km,4-5,3–5 yrs,No
46,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,3,Yes,3,2,1,28,2,2,7,7,7,7,44-48,16k-20k,6959.17264573991,2.4244261292077978,Above Avg,Female_Married,6-8 yrs,No,No_44-48,Bachelors,High,0-5 km,2-3,6–10 yrs,No
28,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,No,3,3,0,5,5,1,0,0,0,0,24-28,1k-5k,6281.252861602497,0.5548256178801395,Below Avg,Male_Single,,Yes,Yes_24-28,Masters,Low,0-5 km,2-3,0–2 yrs,Yes
29,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,6644,2,No,3,2,2,10,2,3,0,0,0,0,29-33,6k-10k,6959.17264573991,0.9547111902831087,Around Avg,Male_Married,,Yes,Yes_29-33,Bachelors,Low,0-5 km,2-3,0–2 yrs,No
31,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,0,No,4,2,1,10,2,3,9,0,7,8,29-33,6k-10k,6281.252861602497,0.8886762120536409,Below Avg,Male_Married,,No,No_29-33,Bachelors,Medium,18+ km,,6–10 yrs,No
25,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,3,4,2,6,2,3,6,3,1,5,24-28,1k-5k,6281.252861602497,0.6368156302784959,Below Avg,Male_Divorced,3-5 yrs,Yes,Yes_24-28,College,Medium,0-5 km,0-1,3–5 yrs,No
45,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,0,Yes,3,2,0,21,2,3,20,7,4,10,44-48,11k-15k,6281.252861602497,2.148615936559645,Above Avg,Male_Married,6-8 yrs,No,No_44-48,College,High,18+ km,,6–10 yrs,No
36,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,0,No,3,3,1,16,4,3,15,13,10,11,34-38,1k-5k,6281.252861602497,0.5110445432984929,Below Avg,Male_Married,12+ yrs,No,No_34-38,Bachelors,Very High,6-11 km,,10+ yrs,No
47,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,1,Yes,3,4,1,10,2,2,10,7,9,9,44-48,11k-15k,6281.252861602497,1.8864071007924743,Above Avg,Male_Married,6-8 yrs,No,No_44-48,Masters,Low,18+ km,0-1,6–10 yrs,Yes
28,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,1,No,4,4,1,5,3,2,5,2,0,4,24-28,1k-5k,6281.252861602497,0.3295520886691216,Below Avg,Male_Married,0-2 yrs,Yes,Yes_24-28,Bachelors,Very High,6-11 km,0-1,3–5 yrs,No
37,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,4,No,3,2,1,7,5,4,5,4,0,1,34-38,6k-10k,6959.17264573991,0.9343064658670639,Around Avg,Male_Married,3-5 yrs,Yes,Yes_34-38,Masters,High,6-11 km,4-5,0–2 yrs,No
21,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,1,No,3,1,0,3,4,4,3,2,1,0,18-23,1k-5k,6281.252861602497,0.5142286214498853,Below Avg,Male_Single,0-2 yrs,Yes,Yes_18-23,College,Very High,0-5 km,0-1,0–2 yrs,No
37,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,2,Yes,3,1,2,15,2,3,5,2,0,2,34-38,11k-15k,6281.252861602497,2.1656507546695947,Above Avg,Female_Divorced,0-2 yrs,Yes,Yes_34-38,Masters,Low,0-5 km,2-3,0–2 yrs,No
35,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,7,No,3,2,1,10,6,2,7,7,6,2,34-38,11k-15k,6281.252861602497,1.909810075205209,Above Avg,Female_Divorced,6-8 yrs,No,No_34-38,Bachelors,Medium,18+ km,6+,0–2 yrs,No
38,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,1,Yes,4,3,1,8,3,3,8,0,7,7,34-38,6k-10k,6959.17264573991,0.8054118334643022,Below Avg,Female_Divorced,,No,No_34-38,College,Low,6-11 km,0-1,6–10 yrs,No
26,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,4,1,1,6,6,1,6,5,1,4,24-28,6k-10k,6281.252861602497,1.0184273967228845,Around Avg,Female_Divorced,3-5 yrs,Yes,Yes_24-28,Bachelors,High,0-5 km,0-1,3–5 yrs,No
50,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,3,No,3,1,2,28,4,2,10,4,1,6,49-54,16k-20k,6281.252861602497,3.047799606512881,Above Avg,Male_Divorced,3-5 yrs,Yes,Yes_49-54,Below College,Low,0-5 km,2-3,6–10 yrs,No
53,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,17584,3,Yes,3,4,3,21,5,2,5,3,1,3,49-54,16k-20k,6281.252861602497,2.7994415107042676,Above Avg,Male_Married,3-5 yrs,Yes,Yes_49-54,Masters,High,0-5 km,2-3,3–5 yrs,No
42,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,1,No,4,3,0,20,3,3,20,16,11,6,39-43,1k-5k,6959.17264573991,0.7051125542924765,Below Avg,Male_Married,12+ yrs,No,No_39-43,Below College,Medium,0-5 km,0-1,6–10 yrs,No
29,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,1,No,3,1,0,10,3,2,10,7,0,9,29-33,1k-5k,6959.17264573991,0.6543881337370977,Below Avg,Male_Single,6-8 yrs,Yes,Yes_29-33,College,Medium,0-5 km,0-1,6–10 yrs,No
26,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,1,Yes,3,3,1,5,3,3,5,3,3,3,24-28,1k-5k,6281.252861602497,0.7547857257875872,Below Avg,Male_Married,3-5 yrs,No,No_24-28,College,Low,6-11 km,0-1,3–5 yrs,No
37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,1,No,3,2,0,17,3,3,17,12,5,7,34-38,1k-5k,6281.252861602497,0.33671626450975467,Below Avg,Female_Single,12+ yrs,No,No_34-38,Bachelors,Very High,0-5 km,0-1,6–10 yrs,No
44,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,4,4,1,19,0,1,1,0,0,0,44-48,1k-5k,6281.252861602497,0.5032435518275813,Below Avg,Male_Divorced,,Yes,Yes_44-48,Bachelors,Very High,18+ km,2-3,0–2 yrs,Yes
38,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,3,2,1,10,2,3,2,2,1,2,34-38,6k-10k,6281.252861602497,0.9146264489874897,Around Avg,Male_Divorced,0-2 yrs,Yes,Yes_34-38,Masters,Very High,18+ km,6+,0–2 yrs,No
26,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,3,4,1,5,2,3,3,2,0,2,24-28,1k-5k,6281.252861602497,0.37779087266271766,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_24-28,Masters,Low,12-17 km,2-3,0–2 yrs,Yes
28,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,1,No,4,4,0,5,3,3,5,3,0,2,24-28,1k-5k,6281.252861602497,0.5269649340554553,Below Avg,Female_Single,3-5 yrs,Yes,Yes_24-28,College,Very High,6-11 km,0-1,0–2 yrs,No
49,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,9,Yes,3,4,0,22,4,3,3,2,1,2,49-54,16k-20k,6281.252861602497,2.9715409347870314,Above Avg,Female_Single,0-2 yrs,Yes,Yes_49-54,Masters,High,6-11 km,6+,0–2 yrs,No
36,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,4,No,3,4,0,10,2,3,8,0,7,7,34-38,1k-5k,6281.252861602497,0.7140295254497635,Below Avg,Male_Single,,No,No_34-38,Bachelors,High,0-5 km,4-5,6–10 yrs,No
31,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,1,No,3,3,1,2,5,2,2,2,2,2,29-33,1k-5k,6959.17264573991,0.4007660309602032,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_29-33,Bachelors,Very High,0-5 km,0-1,0–2 yrs,No
26,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,1,Yes,3,2,0,8,0,3,8,7,7,4,24-28,6k-10k,6959.17264573991,0.8374558725120346,Below Avg,Male_Single,6-8 yrs,No,No_24-28,Masters,Very High,0-5 km,0-1,3–5 yrs,Yes
37,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,3,3,3,4,3,2,4,2,1,2,34-38,1k-5k,6281.252861602497,0.37030828900694535,Below Avg,Male_Married,0-2 yrs,Yes,Yes_34-38,Bachelors,Medium,6-11 km,0-1,0–2 yrs,No
42,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,5,No,3,4,1,23,2,4,20,4,4,8,39-43,11k-15k,6959.17264573991,1.9434781530070808,Above Avg,Female_Married,3-5 yrs,No,No_39-43,Bachelors,High,18+ km,4-5,6–10 yrs,No
18,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,No,3,3,0,0,2,3,0,0,0,0,18-23,1k-5k,6281.252861602497,0.22606954874886603,Below Avg,Male_Single,,Yes,Yes_18-23,Bachelors,High,0-5 km,0-1,0–2 yrs,Yes
35,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,0,No,3,3,2,12,3,2,11,9,6,9,34-38,6k-10k,6959.17264573991,1.1524358437794298,Above Avg,Male_Married,9-11 yrs,No,No_34-38,Bachelors,High,12-17 km,,6–10 yrs,No
36,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,4,No,3,4,2,4,2,3,1,0,0,0,34-38,1k-5k,6281.252861602497,0.5871440111167732,Below Avg,Male_Married,,Yes,Yes_34-38,Masters,High,18+ km,4-5,0–2 yrs,No
51,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,3,4,1,13,3,3,4,1,1,2,49-54,6k-10k,6281.252861602497,0.8727558212966785,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_49-54,Bachelors,Very High,0-5 km,4-5,0–2 yrs,No
41,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,No,3,2,0,22,2,3,22,10,0,4,39-43,16k-20k,6959.17264573991,2.301279306499697,Above Avg,Male_Single,9-11 yrs,Yes,Yes_39-43,Masters,Very High,0-5 km,0-1,3–5 yrs,No
18,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,3,1,0,0,2,3,0,0,0,0,18-23,1k-5k,6959.17264573991,0.17243429083981493,Below Avg,Female_Single,,Yes,Yes_18-23,Bachelors,Very High,6-11 km,0-1,0–2 yrs,No
28,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,0,No,3,3,0,9,2,3,8,3,0,7,24-28,6k-10k,6281.252861602497,0.9012533207516412,Around Avg,Male_Single,3-5 yrs,Yes,Yes_24-28,College,Medium,12-17 km,,6–10 yrs,No
31,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,4,No,3,2,1,10,3,2,8,7,7,7,29-33,6k-10k,6959.17264573991,0.9956643343575647,Around Avg,Male_Married,6-8 yrs,No,No_29-33,Bachelors,Medium,6-11 km,4-5,6–10 yrs,No
39,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,0,No,3,1,3,19,5,2,18,10,3,7,39-43,6k-10k,6281.252861602497,1.5304271634667952,Above Avg,Male_Divorced,9-11 yrs,No,No_39-43,Bachelors,High,0-5 km,,6–10 yrs,No
36,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,7,No,3,3,1,11,3,3,9,8,0,8,34-38,6k-10k,6281.252861602497,0.9033229715500464,Around Avg,Female_Married,6-8 yrs,Yes,Yes_34-38,Masters,Medium,18+ km,6+,6–10 yrs,No
32,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,No,3,3,1,13,3,2,13,8,4,8,29-33,6k-10k,6959.17264573991,0.7880247091379542,Below Avg,Male_Married,6-8 yrs,No,No_29-33,Bachelors,Very High,6-11 km,0-1,6–10 yrs,No
38,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,3,No,3,3,1,19,2,3,10,8,0,1,34-38,11k-15k,6281.252861602497,1.9201583291972346,Above Avg,Female_Married,6-8 yrs,Yes,Yes_34-38,College,Low,18+ km,2-3,0–2 yrs,No
31,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,0,Yes,3,3,1,6,4,3,5,2,0,3,29-33,1k-5k,6281.252861602497,0.7675220383931571,Below Avg,Male_Married,0-2 yrs,Yes,Yes_29-33,Masters,High,0-5 km,,3–5 yrs,No
